Country / territory of asylum/residence,Origin,Year,Month,Value
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,June,2311
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,July,1928
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,August,2407
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,September,1640
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,October,2520
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,November,2913
USA (INS/DHS),Venezuela (Bolivarian Republic of),2017,December,2770
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,January,3278
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,February,2247
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,March,2085
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,April,1896
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,May,1988
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,June,2025
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,July,2219
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,August,2354
USA (INS/DHS),Venezuela (Bolivarian Republic of),2018,September,2190
USA (EOIR),Venezuela (Bolivarian Republic of),2016,January,10
USA (EOIR),Venezuela (Bolivarian Republic of),2016,February,7
USA (EOIR),Venezuela (Bolivarian Republic of),2016,March,11
USA (EOIR),Venezuela (Bolivarian Republic of),2016,April,11
USA (EOIR),Venezuela (Bolivarian Republic of),2016,May,4
USA (EOIR),Venezuela (Bolivarian Republic of),2016,June,14
USA (EOIR),Venezuela (Bolivarian Republic of),2016,July,16
USA (EOIR),Venezuela (Bolivarian Republic of),2016,August,18
USA (EOIR),Venezuela (Bolivarian Republic of),2016,September,15
USA (EOIR),Venezuela (Bolivarian Republic of),2016,October,15
USA (EOIR),Venezuela (Bolivarian Republic of),2016,November,23
USA (EOIR),Venezuela (Bolivarian Republic of),2016,December,13
USA (EOIR),Venezuela (Bolivarian Republic of),2017,January,19
USA (EOIR),Venezuela (Bolivarian Republic of),2017,February,20
USA (EOIR),Venezuela (Bolivarian Republic of),2017,March,27
USA (EOIR),Venezuela (Bolivarian Republic of),2017,April,27
USA (EOIR),Venezuela (Bolivarian Republic of),2017,May,23
USA (EOIR),Venezuela (Bolivarian Republic of),2017,June,31
USA (EOIR),Venezuela (Bolivarian Republic of),2017,July,18
USA (EOIR),Venezuela (Bolivarian Republic of),2017,August,25
USA (EOIR),Venezuela (Bolivarian Republic of),2017,September,37
USA (EOIR),Venezuela (Bolivarian Republic of),2017,October,38
USA (EOIR),Venezuela (Bolivarian Republic of),2017,November,25
USA (EOIR),Venezuela (Bolivarian Republic of),2017,December,26
